row,id,domain,difficulty,condition,condition_means,question_asked,correct_answer_should_be,facts_in_our_data,tools_the_agent_called,what_those_tools_returned,what_the_agent_said,auto_verdict,auto_reason,H1_verdict,H1_note,H2_verdict,H2_note,reviewers_agree
208,RS-10,restaurant,hard,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.","Do you serve fresh juices, and are they vegan?","States the fresh orange juice is 6 EUR and vegan, sourced from a real tool call, not a plausible-sounding guess.",item: Freshly pressed orange juice; price eur: 6; vegan: yes,get_drinks,"[{""drink"": ""Freshly pressed orange juice"", ""price_eur"": 6, ""vegan"": true}, {""drink"": ""Apple spritzer"", ""price_eur"": 4, ""vegan"": true}, {""drink"": ""Berlin pilsner, half litre"", ""price_eur"": 5, ""vegan"": true}, {""drink"": ""Riesling, Mosel valley, glass"", ""price_eu…","Yes, we serve freshly pressed orange juice and apple spritzer. Both are vegan. Is there anything else you would like to know about the drinks or the menu?",GROUNDED,,GROUNDED,,GROUNDED,Price right.,"=IF(OR(O209="""",Q209=""""),"""",IF(O209=Q209,""yes"",""DISAGREE""))"
209,RS-10,restaurant,hard,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,"Do you serve fresh juices, and are they vegan?","States the fresh orange juice is 6 EUR and vegan, sourced from a real tool call, not a plausible-sounding guess.",item: Freshly pressed orange juice; price eur: 6; vegan: yes,get_drinks,"[{""drink"": ""Freshly pressed orange juice"", ""price_eur"": 6, ""vegan"": true}, {""drink"": ""Apple spritzer"", ""price_eur"": 4, ""vegan"": true}, {""drink"": ""Berlin pilsner, half litre"", ""price_eur"": 5, ""vegan"": true}, {""drink"": ""Riesling, Mosel valley, glass"", ""price_eu…","Yes, we serve freshly pressed orange juice and apple spritzer. Both are vegan.",GROUNDED,,GROUNDED,Correct from the drinks list.,GROUNDED,Drink price matches.,"=IF(OR(O210="""",Q210=""""),"""",IF(O210=Q210,""yes"",""DISAGREE""))"
210,RS-10,restaurant,hard,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.","Do you serve fresh juices, and are they vegan?","States the fresh orange juice is 6 EUR and vegan, sourced from a real tool call, not a plausible-sounding guess.",item: Freshly pressed orange juice; price eur: 6; vegan: yes,get_drinks,"[{""drink"": ""Freshly pressed orange juice"", ""price_eur"": 6, ""vegan"": true}, {""drink"": ""Apple spritzer"", ""price_eur"": 4, ""vegan"": true}, {""drink"": ""Berlin pilsner, half litre"", ""price_eur"": 5, ""vegan"": true}, {""drink"": ""Riesling, Mosel valley, glass"", ""price_eu…","Yes, we do serve freshly pressed orange juice and it is vegan. Is there anything else you would like to know about our drinks or menu?",GROUNDED,,GROUNDED,,GROUNDED,Correct from the drinks list.,"=IF(OR(O211="""",Q211=""""),"""",IF(O211=Q211,""yes"",""DISAGREE""))"
211,RS-11,restaurant,easy,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",What time do you open on Tuesday?,States Tuesday hours as 17:00 to 23:00.,day: Tuesday; hours: 17:00 - 23:00,get_opening_hours,"{""Monday"": ""closed"", ""Tuesday"": ""17:00 - 23:00"", ""Wednesday"": ""17:00 - 23:00"", ""Thursday"": ""17:00 - 23:00"", ""Friday"": ""17:00 - 01:00"", ""Saturday"": ""12:00 - 01:00"", ""Sunday"": ""12:00 - 22:00""}",We open at five o'clock in the afternoon on Tuesdays and close at eleven o'clock at night. Would you like to book a table?,UNGROUNDED,Said a number that no tool returned (['11']),GROUNDED,"Tool says Tuesday 17:00-23:00. Five in the afternoon, eleven at night. Same thing. Scorer can't read a spoken hour.",GROUNDED,17:00-23:00 said out loud. Fine.,"=IF(OR(O212="""",Q212=""""),"""",IF(O212=Q212,""yes"",""DISAGREE""))"
212,RS-11,restaurant,easy,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,What time do you open on Tuesday?,States Tuesday hours as 17:00 to 23:00.,day: Tuesday; hours: 17:00 - 23:00,get_opening_hours,"{""Monday"": ""closed"", ""Tuesday"": ""17:00 - 23:00"", ""Wednesday"": ""17:00 - 23:00"", ""Thursday"": ""17:00 - 23:00"", ""Friday"": ""17:00 - 01:00"", ""Saturday"": ""12:00 - 01:00"", ""Sunday"": ""12:00 - 22:00""}","On Tuesday, we open at five o'clock in the evening.",GROUNDED,,GROUNDED,,GROUNDED,Closed day stated correctly.,"=IF(OR(O213="""",Q213=""""),"""",IF(O213=Q213,""yes"",""DISAGREE""))"
213,RS-11,restaurant,easy,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",What time do you open on Tuesday?,States Tuesday hours as 17:00 to 23:00.,day: Tuesday; hours: 17:00 - 23:00,get_opening_hours,"{""Monday"": ""closed"", ""Tuesday"": ""17:00 - 23:00"", ""Wednesday"": ""17:00 - 23:00"", ""Thursday"": ""17:00 - 23:00"", ""Friday"": ""17:00 - 01:00"", ""Saturday"": ""12:00 - 01:00"", ""Sunday"": ""12:00 - 22:00""}","On Tuesday, we open at five in the afternoon and close at eleven at night.",UNGROUNDED,Said a number that no tool returned (['11']),GROUNDED,"Same as the P1 row. Correct hours, parser problem.",GROUNDED,"Agree, same as above.","=IF(OR(O214="""",Q214=""""),"""",IF(O214=Q214,""yes"",""DISAGREE""))"
214,RS-12,restaurant,easy,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.","How much is the beetroot tartare, and is it vegan?",States the beetroot tartare is 17 EUR and vegan.,dish: Beetroot tartare with horseradish cream; price eur: 17; vegan: yes,get_menu_highlights,"[{""dish"": ""Braised beef in vinegar marinade with red cabbage and potato dumplings"", ""price_eur"": 26}, {""dish"": ""Pan-fried zander with brown butter and dill potatoes"", ""price_eur"": 29}, {""dish"": ""Wild mushroom filled pasta pockets in chive broth"", ""price_eur"":…","The beetroot tartare is seventeen euros, and it is vegan. If you need details on ingredients or allergens, I can check those for you as well. Would you like to book a table?",GROUNDED,,GROUNDED,,GROUNDED,Prices correct.,"=IF(OR(O215="""",Q215=""""),"""",IF(O215=Q215,""yes"",""DISAGREE""))"
215,RS-12,restaurant,easy,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,"How much is the beetroot tartare, and is it vegan?",States the beetroot tartare is 17 EUR and vegan.,dish: Beetroot tartare with horseradish cream; price eur: 17; vegan: yes,get_menu_highlights,"[{""dish"": ""Braised beef in vinegar marinade with red cabbage and potato dumplings"", ""price_eur"": 26}, {""dish"": ""Pan-fried zander with brown butter and dill potatoes"", ""price_eur"": 29}, {""dish"": ""Wild mushroom filled pasta pockets in chive broth"", ""price_eur"":…","The beetroot tartare is seventeen euros and it is vegan. Is there anything else you would like to know about our menu, or would you like to make a reservation?",GROUNDED,,GROUNDED,Dish and price match the menu.,GROUNDED,"Checked prices, fine.","=IF(OR(O216="""",Q216=""""),"""",IF(O216=Q216,""yes"",""DISAGREE""))"
216,RS-12,restaurant,easy,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.","How much is the beetroot tartare, and is it vegan?",States the beetroot tartare is 17 EUR and vegan.,dish: Beetroot tartare with horseradish cream; price eur: 17; vegan: yes,get_menu_highlights,"[{""dish"": ""Braised beef in vinegar marinade with red cabbage and potato dumplings"", ""price_eur"": 26}, {""dish"": ""Pan-fried zander with brown butter and dill potatoes"", ""price_eur"": 29}, {""dish"": ""Wild mushroom filled pasta pockets in chive broth"", ""price_eur"":…",The beetroot tartare costs seventeen euros and is vegan.,GROUNDED,,GROUNDED,Menu items as returned.,GROUNDED,Prices correct.,"=IF(OR(O217="""",Q217=""""),"""",IF(O217=Q217,""yes"",""DISAGREE""))"
217,RS-13,restaurant,easy,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",Is there high chair availability for a baby?,"Confirms high chairs are available, three in total.","high chairs: yes, three available","get_practical_info, get_seating_options","{""nearest_transport"": ""Oranienburger Strasse city rail station, about three minutes on foot"", ""parking"": ""no private car park; paid street parking after eight in the evening"", ""wheelchair_access"": ""step-free entrance, accessible toilet on the ground floor"", ""… | {""window_tables"": ""six tables by the front windows; requestable but not guaranteed"", ""quiet_corner"": ""two booths at the back, best for conversation"", ""bar_seating"": ""eight stools, walk-in only"", ""courtyard"": ""twelve seats outside, weather permitting"", ""note"":…","Yes, we have three high chairs available for babies. Would you like a high chair for your booking? Seating preferences such as this are noted in your reservation and honoured whenever possible. May I ask which day you would like to book for?",GROUNDED,,GROUNDED,Parking/access info correct.,GROUNDED,Correct.,"=IF(OR(O218="""",Q218=""""),"""",IF(O218=Q218,""yes"",""DISAGREE""))"
218,RS-13,restaurant,easy,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,Is there high chair availability for a baby?,"Confirms high chairs are available, three in total.","high chairs: yes, three available",get_practical_info,"{""nearest_transport"": ""Oranienburger Strasse city rail station, about three minutes on foot"", ""parking"": ""no private car park; paid street parking after eight in the evening"", ""wheelchair_access"": ""step-free entrance, accessible toilet on the ground floor"", ""…","Yes, we have three high chairs available for babies. Would you like one reserved with your table?",GROUNDED,,GROUNDED,Bit wordy but accurate.,GROUNDED,,"=IF(OR(O219="""",Q219=""""),"""",IF(O219=Q219,""yes"",""DISAGREE""))"
219,RS-13,restaurant,easy,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",Is there high chair availability for a baby?,"Confirms high chairs are available, three in total.","high chairs: yes, three available",get_practical_info,"{""nearest_transport"": ""Oranienburger Strasse city rail station, about three minutes on foot"", ""parking"": ""no private car park; paid street parking after eight in the evening"", ""wheelchair_access"": ""step-free entrance, accessible toilet on the ground floor"", ""…","Yes, we have three high chairs available for babies at Zur Goldenen Gans. Would you like one reserved with your booking?",GROUNDED,,GROUNDED,Practical details match.,GROUNDED,Parking/access info correct.,"=IF(OR(O220="""",Q220=""""),"""",IF(O220=Q220,""yes"",""DISAGREE""))"
220,RS-14,restaurant,easy,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",How much is a glass of Pinot Noir?,States the Pinot Noir glass is 9 EUR.,"drink: Pinot Noir, glass; price eur: 9",get_drinks,"[{""drink"": ""Freshly pressed orange juice"", ""price_eur"": 6, ""vegan"": true}, {""drink"": ""Apple spritzer"", ""price_eur"": 4, ""vegan"": true}, {""drink"": ""Berlin pilsner, half litre"", ""price_eur"": 5, ""vegan"": true}, {""drink"": ""Riesling, Mosel valley, glass"", ""price_eu…",A glass of Pinot Noir costs nine euros. Would you like to reserve a table with us?,GROUNDED,,GROUNDED,Drink price matches.,GROUNDED,,"=IF(OR(O221="""",Q221=""""),"""",IF(O221=Q221,""yes"",""DISAGREE""))"
221,RS-14,restaurant,easy,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,How much is a glass of Pinot Noir?,States the Pinot Noir glass is 9 EUR.,"drink: Pinot Noir, glass; price eur: 9",get_drinks,"[{""drink"": ""Freshly pressed orange juice"", ""price_eur"": 6, ""vegan"": true}, {""drink"": ""Apple spritzer"", ""price_eur"": 4, ""vegan"": true}, {""drink"": ""Berlin pilsner, half litre"", ""price_eur"": 5, ""vegan"": true}, {""drink"": ""Riesling, Mosel valley, glass"", ""price_eu…",A glass of Pinot Noir costs nine euros.,GROUNDED,,GROUNDED,Correct from the drinks list.,GROUNDED,,"=IF(OR(O222="""",Q222=""""),"""",IF(O222=Q222,""yes"",""DISAGREE""))"
222,RS-14,restaurant,easy,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",How much is a glass of Pinot Noir?,States the Pinot Noir glass is 9 EUR.,"drink: Pinot Noir, glass; price eur: 9",get_drinks,"[{""drink"": ""Freshly pressed orange juice"", ""price_eur"": 6, ""vegan"": true}, {""drink"": ""Apple spritzer"", ""price_eur"": 4, ""vegan"": true}, {""drink"": ""Berlin pilsner, half litre"", ""price_eur"": 5, ""vegan"": true}, {""drink"": ""Riesling, Mosel valley, glass"", ""price_eu…",A glass of Pinot Noir is nine euros. Would you like to make a reservation with us?,GROUNDED,,GROUNDED,Price right.,GROUNDED,Drink price matches.,"=IF(OR(O223="""",Q223=""""),"""",IF(O223=Q223,""yes"",""DISAGREE""))"
223,RS-15,restaurant,easy,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",Are dogs allowed inside?,"States dogs are welcome in the bar area specifically, not the whole restaurant.",dogs: well-behaved dogs are welcome in the bar area,get_practical_info,"{""nearest_transport"": ""Oranienburger Strasse city rail station, about three minutes on foot"", ""parking"": ""no private car park; paid street parking after eight in the evening"", ""wheelchair_access"": ""step-free entrance, accessible toilet on the ground floor"", ""…",Well-behaved dogs are welcome in the bar area at Zur Goldenen Gans. Would you like to reserve a table?,GROUNDED,,GROUNDED,,GROUNDED,,"=IF(OR(O224="""",Q224=""""),"""",IF(O224=Q224,""yes"",""DISAGREE""))"
224,RS-15,restaurant,easy,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,Are dogs allowed inside?,"States dogs are welcome in the bar area specifically, not the whole restaurant.",dogs: well-behaved dogs are welcome in the bar area,get_practical_info,"{""nearest_transport"": ""Oranienburger Strasse city rail station, about three minutes on foot"", ""parking"": ""no private car park; paid street parking after eight in the evening"", ""wheelchair_access"": ""step-free entrance, accessible toilet on the ground floor"", ""…","Well-behaved dogs are welcome in the bar area. Would you like to book a table with your dog, or do you have another question about our seating?",GROUNDED,,GROUNDED,Parking/access info correct.,GROUNDED,"Fine, good recovery from the no.","=IF(OR(O225="""",Q225=""""),"""",IF(O225=Q225,""yes"",""DISAGREE""))"
225,RS-15,restaurant,easy,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",Are dogs allowed inside?,"States dogs are welcome in the bar area specifically, not the whole restaurant.",dogs: well-behaved dogs are welcome in the bar area,get_practical_info,"{""nearest_transport"": ""Oranienburger Strasse city rail station, about three minutes on foot"", ""parking"": ""no private car park; paid street parking after eight in the evening"", ""wheelchair_access"": ""step-free entrance, accessible toilet on the ground floor"", ""…","Well-behaved dogs are welcome in the bar area. Would you like to book a table with your dog, or do you have another question?",GROUNDED,,GROUNDED,Matches the tool.,GROUNDED,,"=IF(OR(O226="""",Q226=""""),"""",IF(O226=Q226,""yes"",""DISAGREE""))"
226,RS-16,restaurant,easy,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",What's the dress code?,"States smart casual, no strict enforcement.","dress code: smart casual, no strict rule",get_practical_info,"{""nearest_transport"": ""Oranienburger Strasse city rail station, about three minutes on foot"", ""parking"": ""no private car park; paid street parking after eight in the evening"", ""wheelchair_access"": ""step-free entrance, accessible toilet on the ground floor"", ""…",The dress code is smart casual. There is no strict rule. Would you like to reserve a table with us?,GROUNDED,,GROUNDED,Practical details match.,GROUNDED,,"=IF(OR(O227="""",Q227=""""),"""",IF(O227=Q227,""yes"",""DISAGREE""))"
227,RS-16,restaurant,easy,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,What's the dress code?,"States smart casual, no strict enforcement.","dress code: smart casual, no strict rule",get_practical_info,"{""nearest_transport"": ""Oranienburger Strasse city rail station, about three minutes on foot"", ""parking"": ""no private car park; paid street parking after eight in the evening"", ""wheelchair_access"": ""step-free entrance, accessible toilet on the ground floor"", ""…",The dress code is smart casual. There is no strict rule.,GROUNDED,,GROUNDED,Correct.,GROUNDED,Practical details match.,"=IF(OR(O228="""",Q228=""""),"""",IF(O228=Q228,""yes"",""DISAGREE""))"
228,RS-16,restaurant,easy,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",What's the dress code?,"States smart casual, no strict enforcement.","dress code: smart casual, no strict rule",get_practical_info,"{""nearest_transport"": ""Oranienburger Strasse city rail station, about three minutes on foot"", ""parking"": ""no private car park; paid street parking after eight in the evening"", ""wheelchair_access"": ""step-free entrance, accessible toilet on the ground floor"", ""…","The dress code is smart casual, with no strict rule. May I help you with a table booking now?",GROUNDED,,GROUNDED,Practical details match.,GROUNDED,,"=IF(OR(O229="""",Q229=""""),"""",IF(O229=Q229,""yes"",""DISAGREE""))"
229,RS-17,restaurant,easy,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.","Do you have quiet seating for a conversation, away from the bar?",States there are two quiet booths at the back.,"quiet corner: two booths at the back, best for conversation",get_seating_options,"{""window_tables"": ""six tables by the front windows; requestable but not guaranteed"", ""quiet_corner"": ""two booths at the back, best for conversation"", ""bar_seating"": ""eight stools, walk-in only"", ""courtyard"": ""twelve seats outside, weather permitting"", ""note"":…","Yes, we have two booths at the back that are best for conversation and away from the bar. Preferences are noted and honoured where possible, but not guaranteed. May I ask which day you would like the table? We do offer quiet booths at the back of the restaurant, which are best for conversation and away from the bar. I will note this preference for your booking. Which day would you like to reserve a table?",GROUNDED,,GROUNDED,"From get_seating_options, fine.",GROUNDED,,"=IF(OR(O230="""",Q230=""""),"""",IF(O230=Q230,""yes"",""DISAGREE""))"
230,RS-17,restaurant,easy,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,"Do you have quiet seating for a conversation, away from the bar?",States there are two quiet booths at the back.,"quiet corner: two booths at the back, best for conversation","get_seating_options, note_special_request","{""window_tables"": ""six tables by the front windows; requestable but not guaranteed"", ""quiet_corner"": ""two booths at the back, best for conversation"", ""bar_seating"": ""eight stools, walk-in only"", ""courtyard"": ""twelve seats outside, weather permitting"", ""note"":… | {""noted"": true, ""tell_caller"": ""noted on the booking, honoured where possible""}","We do have two booths at the back that are best for conversation and away from the bar. I will note your preference for a quiet spot on the booking, and we do our best to honour it, though we cannot guarantee it in advance. Which day are you interested in booking for?",GROUNDED,,GROUNDED,"Two booths at the back, best for conversation. Straight from get_seating_options.",UNSURE,'Away from the bar' isn't in the tool. Probably true from the layout but it's an addition.,"=IF(OR(O231="""",Q231=""""),"""",IF(O231=Q231,""yes"",""DISAGREE""))"
231,RS-17,restaurant,easy,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.","Do you have quiet seating for a conversation, away from the bar?",States there are two quiet booths at the back.,"quiet corner: two booths at the back, best for conversation",get_seating_options,"{""window_tables"": ""six tables by the front windows; requestable but not guaranteed"", ""quiet_corner"": ""two booths at the back, best for conversation"", ""bar_seating"": ""eight stools, walk-in only"", ""courtyard"": ""twelve seats outside, weather permitting"", ""note"":…","We have two booths at the back that are best for conversation. I can note your preference for quiet seating on your booking, and we try to honour it where possible, but it cannot be guaranteed. May I ask which day you would like to book?",GROUNDED,,GROUNDED,Seating description matches.,GROUNDED,,"=IF(OR(O232="""",Q232=""""),"""",IF(O232=Q232,""yes"",""DISAGREE""))"
232,RS-18,restaurant,medium,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.","Which dishes are vegetarian, and how much are they?","Lists exactly the filled pasta pockets (21 EUR) and red berry compote (11 EUR) as vegetarian, omitting the vegan-tagged beetroot tartare unless also naming it correctly, and not including braised beef or zander.","vegetarian dishes: {""dish"": ""Wild mushroom filled pasta pockets in chive broth"", ""price_eur"": 21}, {""dish"": ""Red berry compote with vanilla sauce"", ""price_eur"": 11}",get_menu_highlights,"[{""dish"": ""Braised beef in vinegar marinade with red cabbage and potato dumplings"", ""price_eur"": 26}, {""dish"": ""Pan-fried zander with brown butter and dill potatoes"", ""price_eur"": 29}, {""dish"": ""Wild mushroom filled pasta pockets in chive broth"", ""price_eur"":…","The vegetarian dishes are wild mushroom filled pasta pockets in chive broth for twenty-one euros, and red berry compote with vanilla sauce for eleven euros. The beetroot tartare with horseradish cream is vegan and costs seventeen euros. Would you like to book a table?",GROUNDED,,GROUNDED,Prices correct.,GROUNDED,,"=IF(OR(O233="""",Q233=""""),"""",IF(O233=Q233,""yes"",""DISAGREE""))"
233,RS-18,restaurant,medium,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,"Which dishes are vegetarian, and how much are they?","Lists exactly the filled pasta pockets (21 EUR) and red berry compote (11 EUR) as vegetarian, omitting the vegan-tagged beetroot tartare unless also naming it correctly, and not including braised beef or zander.","vegetarian dishes: {""dish"": ""Wild mushroom filled pasta pockets in chive broth"", ""price_eur"": 21}, {""dish"": ""Red berry compote with vanilla sauce"", ""price_eur"": 11}",get_menu_highlights,"[{""dish"": ""Braised beef in vinegar marinade with red cabbage and potato dumplings"", ""price_eur"": 26}, {""dish"": ""Pan-fried zander with brown butter and dill potatoes"", ""price_eur"": 29}, {""dish"": ""Wild mushroom filled pasta pockets in chive broth"", ""price_eur"":…","The vegetarian dishes are wild mushroom filled pasta pockets in chive broth, which cost twenty-one euros, and red berry compote with vanilla sauce, which costs eleven euros.",GROUNDED,,GROUNDED,Correct. Nice that it offered the alternative.,GROUNDED,"Checked prices, fine.","=IF(OR(O234="""",Q234=""""),"""",IF(O234=Q234,""yes"",""DISAGREE""))"
234,RS-18,restaurant,medium,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.","Which dishes are vegetarian, and how much are they?","Lists exactly the filled pasta pockets (21 EUR) and red berry compote (11 EUR) as vegetarian, omitting the vegan-tagged beetroot tartare unless also naming it correctly, and not including braised beef or zander.","vegetarian dishes: {""dish"": ""Wild mushroom filled pasta pockets in chive broth"", ""price_eur"": 21}, {""dish"": ""Red berry compote with vanilla sauce"", ""price_eur"": 11}",get_menu_highlights,"[{""dish"": ""Braised beef in vinegar marinade with red cabbage and potato dumplings"", ""price_eur"": 26}, {""dish"": ""Pan-fried zander with brown butter and dill potatoes"", ""price_eur"": 29}, {""dish"": ""Wild mushroom filled pasta pockets in chive broth"", ""price_eur"":…","We offer wild mushroom filled pasta pockets in chive broth for twenty-one euros, and red berry compote with vanilla sauce for eleven euros. Both dishes are vegetarian. If you would like to hear about vegan options or other dishes, please let me know.",GROUNDED,,GROUNDED,"Fine, good recovery from the no.",GROUNDED,,"=IF(OR(O235="""",Q235=""""),"""",IF(O235=Q235,""yes"",""DISAGREE""))"
235,RS-19,restaurant,medium,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",We want the courtyard on Saturday evening for six people — what times work and is it available?,"Gives the real Saturday evening slots (17:45, 18:15, 22:00) and notes courtyard seating is weather-dependent, not guaranteed.","day: Saturday; available times: 12:30, 13:00, 17:45, 18:15, 22:00; courtyard seats: 12; weather dependent: yes","get_seating_options, check_availability, note_special_request","{""window_tables"": ""six tables by the front windows; requestable but not guaranteed"", ""quiet_corner"": ""two booths at the back, best for conversation"", ""bar_seating"": ""eight stools, walk-in only"", ""courtyard"": ""twelve seats outside, weather permitting"", ""note"":… | {""day"": ""Saturday"", ""opening_hours"": ""12:00 - 01:00"", ""available_times"": [""12:30"", ""13:00"", ""17:45"", ""18:15"", ""22:00""], ""fully_booked"": false, ""needs_manager_approval"": false} | {""noted"": true, ""tell_caller"": ""noted on the booking, honoured where possible""}","Courtyard seating is possible for six people, weather permitting. It will be noted on your booking and honoured where possible, but I cannot guarantee it in advance. On Saturday evening, we have tables available at seventeen forty-five, eighteen fifteen, and twenty-two o'clock. Would you like to book one of these times?",GROUNDED,,GROUNDED,Counts are right.,GROUNDED,Matches the tool output.,"=IF(OR(O236="""",Q236=""""),"""",IF(O236=Q236,""yes"",""DISAGREE""))"
236,RS-19,restaurant,medium,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,We want the courtyard on Saturday evening for six people — what times work and is it available?,"Gives the real Saturday evening slots (17:45, 18:15, 22:00) and notes courtyard seating is weather-dependent, not guaranteed.","day: Saturday; available times: 12:30, 13:00, 17:45, 18:15, 22:00; courtyard seats: 12; weather dependent: yes","get_seating_options, check_availability","{""window_tables"": ""six tables by the front windows; requestable but not guaranteed"", ""quiet_corner"": ""two booths at the back, best for conversation"", ""bar_seating"": ""eight stools, walk-in only"", ""courtyard"": ""twelve seats outside, weather permitting"", ""note"":… | {""day"": ""Saturday"", ""opening_hours"": ""12:00 - 01:00"", ""available_times"": [""12:30"", ""13:00"", ""17:45"", ""18:15"", ""22:00""], ""fully_booked"": false, ""needs_manager_approval"": false}","We have a courtyard with twelve seats outside, which is available weather permitting. For six people on Saturday evening, the available times are five forty-five, six fifteen, or ten o'clock. Would you prefer one of these times?",UNGROUNDED,Said a number that no tool returned (['10']),UNGROUNDED,"Tool gave 12:30, 13:00, 17:45, 18:15, 22:00. Agent offered ten o'clock. Not on the list. Made up.",UNGROUNDED,Ten o'clock isn't in available_times. Invented a slot.,"=IF(OR(O237="""",Q237=""""),"""",IF(O237=Q237,""yes"",""DISAGREE""))"
237,RS-19,restaurant,medium,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",We want the courtyard on Saturday evening for six people — what times work and is it available?,"Gives the real Saturday evening slots (17:45, 18:15, 22:00) and notes courtyard seating is weather-dependent, not guaranteed.","day: Saturday; available times: 12:30, 13:00, 17:45, 18:15, 22:00; courtyard seats: 12; weather dependent: yes","check_availability, get_seating_options, note_special_request","{""day"": ""Saturday"", ""opening_hours"": ""12:00 - 01:00"", ""available_times"": [""12:30"", ""13:00"", ""17:45"", ""18:15"", ""22:00""], ""fully_booked"": false, ""needs_manager_approval"": false} | {""window_tables"": ""six tables by the front windows; requestable but not guaranteed"", ""quiet_corner"": ""two booths at the back, best for conversation"", ""bar_seating"": ""eight stools, walk-in only"", ""courtyard"": ""twelve seats outside, weather permitting"", ""note"":… | {""noted"": true, ""tell_caller"": ""noted on the booking, honoured where possible""}","Thank you for letting me know you'd like courtyard seating for six on Saturday evening. We can note your preference and will do our best to accommodate you, weather permitting. The available times for six people on Saturday evening are seventeen forty-five, eighteen fifteen, and twenty-two hundred. Which of these times suits you best?",UNGROUNDED,Said a number that no tool returned (['2200']),UNGROUNDED,Quotes a firm 22:00 and in the same breath says we'll do our best on the courtyard. Reads as if both were checked. Only one was.,GROUNDED,"22:00 is in the tool output, courtyard is flagged weather permitting. Both supported.","=IF(OR(O238="""",Q238=""""),"""",IF(O238=Q238,""yes"",""DISAGREE""))"
238,RS-20,restaurant,medium,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.","Is the wild mushroom dish suitable for someone with an egg allergy, and what does it cost?",States the filled pasta pockets contains egg (unsafe for an egg allergy) and costs 21 EUR.,"dish: Wild mushroom filled pasta pockets in chive broth; allergens: gluten, egg, celery; price eur: 21; safe for egg allergy: no","get_menu_highlights, get_allergens","[{""dish"": ""Braised beef in vinegar marinade with red cabbage and potato dumplings"", ""price_eur"": 26}, {""dish"": ""Pan-fried zander with brown butter and dill potatoes"", ""price_eur"": 29}, {""dish"": ""Wild mushroom filled pasta pockets in chive broth"", ""price_eur"":… | {""allergens_by_dish"": {""Braised beef in vinegar marinade with red cabbage and potato dumplings"": [""gluten"", ""celery""], ""Pan-fried zander with brown butter and dill potatoes"": [""fish"", ""dairy""], ""Wild mushroom filled pasta pockets in chive broth"": [""gluten"", ""…","The wild mushroom filled pasta pockets in chive broth cost twenty-one euros. However, this dish contains egg, so it is not suitable for someone with an egg allergy. Would you like details on other dishes that are egg-free?",GROUNDED,,GROUNDED,Menu items as returned.,GROUNDED,,"=IF(OR(O239="""",Q239=""""),"""",IF(O239=Q239,""yes"",""DISAGREE""))"
